trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN2052F107036:2021-01-05T18:51:58Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2052F107036:2021-01-05T18:51:58Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F106740:2021-01-05T18:51:58Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F106740:2021-01-05T18:51:58Z,20:52:00,20:52:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2061F110898:2021-01-04T18:51:47Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F110898:2021-01-04T18:51:47Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2062F131507:2021-01-04T18:51:47Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F131507:2021-01-04T18:51:47Z,18:41:00,18:44:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2062F131507:2021-01-04T18:51:47Z,19:24:00,19:24:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2077F107327:2020-12-31T18:53:22Z,18:43:00,18:43:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F107327:2020-12-31T18:53:22Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2088F107020:2020-12-24T18:54:01Z,10:19:00,10:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F107020:2020-12-24T18:54:01Z,12:24:00,12:24:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F116708:2021-01-05T18:51:58Z,10:19:00,10:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F116708:2021-01-05T18:51:58Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2091F107017:2020-12-31T18:53:22Z,14:45:00,14:45:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2091F107017:2020-12-31T18:53:22Z,16:41:00,16:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2223F111353:2021-01-04T18:51:47Z,20:40:00,20:40:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2223F111353:2021-01-04T18:51:47Z,22:08:00,22:08:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2223F133175:2020-12-09T14:36:18Z,19:40:00,19:40:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2223F133175:2020-12-09T14:36:18Z,21:04:00,21:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2234F108261:2020-12-08T16:10:46Z,18:11:00,18:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2234F108261:2020-12-08T16:10:46Z,18:45:00,18:48:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2234F108261:2020-12-08T16:10:46Z,19:50:00,19:50:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2249F138887:2020-12-31T18:53:22Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2249F138887:2020-12-31T18:53:22Z,20:44:00,20:44:00,StopPoint:OCETGV INOUI-87141002,1,,1,0,
OCESN2253F137951:2021-01-03T18:52:14Z,18:28:00,18:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2253F137951:2021-01-03T18:52:14Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2255F132010:2021-01-04T18:51:47Z,18:28:00,18:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2255F132010:2021-01-04T18:51:47Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2260F131460:2021-01-04T18:51:47Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2260F131460:2021-01-04T18:51:47Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2262F133879:2020-12-31T18:53:22Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2262F133879:2020-12-31T18:53:22Z,18:01:00,18:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2350F111379:2021-01-05T18:51:58Z,06:16:00,06:16:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2350F111379:2021-01-05T18:51:58Z,06:26:00,06:29:00,StopPoint:OCETGV INOUI-87214056,1,,0,0,
OCESN2350F111379:2021-01-05T18:51:58Z,06:50:00,06:59:00,StopPoint:OCETGV INOUI-87212027,2,,0,0,
OCESN2350F111379:2021-01-05T18:51:58Z,09:05:00,09:05:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2352F107378:2020-12-31T18:53:22Z,07:37:00,07:37:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2352F107378:2020-12-31T18:53:22Z,07:47:00,07:50:00,StopPoint:OCETGV INOUI-87214056,1,,0,0,
OCESN2352F107378:2020-12-31T18:53:22Z,08:09:00,08:19:00,StopPoint:OCETGV INOUI-87212027,2,,0,0,
OCESN2352F107378:2020-12-31T18:53:22Z,10:16:00,10:16:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2356F107199:2021-01-04T18:51:47Z,10:02:00,10:02:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2356F107199:2021-01-04T18:51:47Z,10:31:00,10:43:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2356F107199:2021-01-04T18:51:47Z,12:38:00,12:38:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2356F111318:2020-12-22T18:53:37Z,09:57:00,09:57:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2356F111318:2020-12-22T18:53:37Z,10:31:00,10:43:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2356F111318:2020-12-22T18:53:37Z,12:38:00,12:38:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2362F129438:2021-01-04T18:51:47Z,16:44:00,16:44:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2362F129438:2021-01-04T18:51:47Z,17:13:00,17:17:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2362F129438:2021-01-04T18:51:47Z,18:41:00,18:44:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN2362F129438:2021-01-04T18:51:47Z,19:24:00,19:24:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2363F108153:2021-01-04T18:51:47Z,07:08:00,07:08:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2363F108153:2021-01-04T18:51:47Z,09:06:00,09:16:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2363F108153:2021-01-04T18:51:47Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87182014,2,,1,0,
OCESN2364F106693:2020-12-24T18:54:01Z,17:57:00,17:57:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2364F106693:2020-12-24T18:54:01Z,18:29:00,18:35:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2364F106693:2020-12-24T18:54:01Z,20:40:00,20:40:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2364F108958:2020-12-31T18:53:22Z,17:45:00,17:45:00,StopPoint:OCETGV INOUI-87182014,0,,0,1,
OCESN2364F108958:2020-12-31T18:53:22Z,18:13:00,18:19:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2364F108958:2020-12-31T18:53:22Z,20:15:00,20:15:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2369F148682:2021-01-04T18:51:47Z,13:36:00,13:36:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2369F148682:2021-01-04T18:51:47Z,15:41:00,15:56:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2369F148682:2021-01-04T18:51:47Z,16:26:00,16:26:00,StopPoint:OCETGV INOUI-87182014,2,,1,0,
OCESN2371F106688:2020-12-31T18:53:22Z,14:45:00,14:45:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2371F106688:2020-12-31T18:53:22Z,16:41:00,16:46:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2371F106688:2020-12-31T18:53:22Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87182014,2,,1,0,
OCESN2377F110789:2021-01-03T18:52:14Z,18:43:00,18:43:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2377F110789:2021-01-03T18:52:14Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2377F110789:2021-01-03T18:52:14Z,21:04:00,21:07:00,StopPoint:OCETGV INOUI-87214056,2,,0,0,
OCESN2377F110789:2021-01-03T18:52:14Z,21:18:00,21:18:00,StopPoint:OCETGV INOUI-87182014,3,,1,0,
OCESN2377F111113:2021-01-05T18:51:58Z,18:54:00,18:54:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2377F111113:2021-01-05T18:51:58Z,21:03:00,21:10:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN2377F111113:2021-01-05T18:51:58Z,21:31:00,21:34:00,StopPoint:OCETGV INOUI-87214056,2,,0,0,
OCESN2377F111113:2021-01-05T18:51:58Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87182014,3,,1,0,
OCESN2400F110149:2021-01-01T18:52:25Z,06:10:00,06:10:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2400F110149:2021-01-01T18:52:25Z,08:05:00,08:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2404F110151:2021-01-04T18:51:47Z,06:40:00,06:40:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2404F110151:2021-01-04T18:51:47Z,08:35:00,08:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2407F105348:2021-01-04T18:51:47Z,07:58:00,07:58:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2407F105348:2021-01-04T18:51:47Z,08:38:00,08:41:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2407F105348:2021-01-04T18:51:47Z,09:05:00,09:08:00,StopPoint:OCETGV INOUI-87147322,2,,0,0,
OCESN2407F105348:2021-01-04T18:51:47Z,10:07:00,10:07:00,StopPoint:OCETGV INOUI-87212027,3,,1,0,
OCESN2407F111915:2021-01-05T18:51:58Z,07:23:00,07:23:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2407F111915:2021-01-05T18:51:58Z,08:02:00,08:05:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2407F111915:2021-01-05T18:51:58Z,08:29:00,08:32:00,StopPoint:OCETGV INOUI-87147322,2,,0,0,
OCESN2407F111915:2021-01-05T18:51:58Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87212027,3,,1,0,
OCESN2409F109507:2020-12-08T16:10:46Z,09:25:00,09:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2409F109507:2020-12-08T16:10:46Z,11:45:00,11:45:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2409F116987:2021-01-04T18:51:47Z,09:25:00,09:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2409F116987:2021-01-04T18:51:47Z,11:29:00,11:29:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2421F108433:2021-01-05T18:51:58Z,12:55:00,12:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2421F108433:2021-01-05T18:51:58Z,14:57:00,14:57:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2430F60629:2020-12-23T18:53:28Z,14:41:00,14:41:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2430F60629:2020-12-23T18:53:28Z,16:35:00,16:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2430F107254:2021-01-05T18:51:58Z,14:41:00,14:41:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2430F107254:2021-01-05T18:51:58Z,16:36:00,16:36:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2431F109767:2021-01-04T18:51:47Z,14:45:00,14:45:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2431F109767:2021-01-04T18:51:47Z,16:41:00,16:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2440F107046:2021-01-04T18:51:47Z,15:40:00,15:40:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2440F107046:2021-01-04T18:51:47Z,17:35:00,17:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2450F110169:2021-01-05T18:51:58Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2450F110169:2021-01-05T18:51:58Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2454F110172:2021-01-04T18:51:47Z,18:09:00,18:09:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2454F110172:2021-01-04T18:51:47Z,20:05:00,20:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2454F111288:2021-01-03T18:52:14Z,18:09:00,18:09:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2454F111288:2021-01-03T18:52:14Z,19:29:00,19:32:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2454F111288:2021-01-03T18:52:14Z,20:12:00,20:12:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2465F110174:2021-01-05T18:51:58Z,20:25:00,20:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2465F110174:2021-01-05T18:51:58Z,22:22:00,22:22:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2470F107061:2021-01-04T18:51:47Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2470F107061:2021-01-04T18:51:47Z,22:38:00,22:38:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2471F116121:2021-01-04T18:51:47Z,21:45:00,21:45:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2471F116121:2021-01-04T18:51:47Z,23:41:00,23:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2474F108714:2020-12-24T18:54:01Z,21:44:00,21:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2474F108714:2020-12-24T18:54:01Z,23:38:00,23:38:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2474F116229:2020-12-31T18:53:22Z,21:44:00,21:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2474F116229:2020-12-31T18:53:22Z,23:40:00,23:40:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2501F134108:2021-01-04T18:51:47Z,07:38:00,07:38:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2501F134108:2021-01-04T18:51:47Z,08:18:00,08:21:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2501F134108:2021-01-04T18:51:47Z,09:19:00,09:19:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2503F138149:2021-01-05T18:51:58Z,08:10:00,08:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2503F138149:2021-01-05T18:51:58Z,09:11:00,09:14:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2503F138149:2021-01-05T18:51:58Z,09:48:00,09:48:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2505F132752:2021-01-05T18:51:58Z,10:13:00,10:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2505F132752:2021-01-05T18:51:58Z,11:44:00,11:44:00,StopPoint:OCETGV INOUI-87141002,1,,1,0,
OCESN2511F130783:2021-01-05T18:51:58Z,14:13:00,14:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2511F130783:2021-01-05T18:51:58Z,15:44:00,15:44:00,StopPoint:OCETGV INOUI-87141002,1,,1,0,
OCESN2515F137791:2021-01-04T18:51:47Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2515F137791:2021-01-04T18:51:47Z,18:44:00,18:44:00,StopPoint:OCETGV INOUI-87141002,1,,1,0,
OCESN2517F145675:2021-01-05T18:51:58Z,20:10:00,20:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2517F145675:2021-01-05T18:51:58Z,21:10:00,21:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2517F145675:2021-01-05T18:51:58Z,21:48:00,21:48:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2519F134257:2021-01-04T18:51:47Z,20:28:00,20:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2519F134257:2021-01-04T18:51:47Z,21:29:00,21:32:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2519F134257:2021-01-04T18:51:47Z,22:06:00,22:06:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2527F130871:2021-01-04T18:51:47Z,21:13:00,21:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2527F130871:2021-01-04T18:51:47Z,22:44:00,22:44:00,StopPoint:OCETGV INOUI-87141002,1,,1,0,
OCESN2530F130780:2021-01-04T18:51:47Z,06:11:00,06:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2530F130780:2021-01-04T18:51:47Z,07:46:00,07:46:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2534F130777:2020-12-31T18:53:22Z,08:11:00,08:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2534F130777:2020-12-31T18:53:22Z,08:44:00,08:47:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2534F130777:2020-12-31T18:53:22Z,09:48:00,09:48:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2536F131969:2021-01-05T18:51:58Z,10:16:00,10:16:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2536F131969:2021-01-05T18:51:58Z,11:46:00,11:46:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2536F134540:2021-01-04T18:51:47Z,10:11:00,10:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2536F134540:2021-01-04T18:51:47Z,11:05:00,11:08:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2536F134540:2021-01-04T18:51:47Z,11:50:00,11:50:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2540F105813:2020-12-08T16:10:46Z,12:55:00,12:55:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2540F105813:2020-12-08T16:10:46Z,13:29:00,13:32:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2540F105813:2020-12-08T16:10:46Z,14:32:00,14:32:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2540F111367:2020-12-08T16:10:46Z,13:41:00,13:41:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2540F111367:2020-12-08T16:10:46Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2540F111367:2020-12-08T16:10:46Z,15:17:00,15:17:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2540F131742:2021-01-05T18:51:58Z,13:37:00,13:37:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2540F131742:2021-01-05T18:51:58Z,14:10:00,14:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2540F131742:2021-01-05T18:51:58Z,15:13:00,15:13:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2540F133877:2021-01-04T18:51:47Z,12:55:00,12:55:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2540F133877:2021-01-04T18:51:47Z,13:29:00,13:32:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2540F133877:2021-01-04T18:51:47Z,14:33:00,14:33:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2548F133080:2021-01-05T18:51:58Z,18:11:00,18:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2548F133080:2021-01-05T18:51:58Z,18:45:00,18:48:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2548F133080:2021-01-05T18:51:58Z,19:50:00,19:50:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2550F132066:2021-01-05T18:51:58Z,20:16:00,20:16:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2550F132066:2021-01-05T18:51:58Z,21:46:00,21:46:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2552F133866:2020-12-31T18:53:22Z,21:16:00,21:16:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2552F133866:2020-12-31T18:53:22Z,22:46:00,22:46:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2569F137033:2020-12-31T18:53:22Z,14:10:00,14:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2569F137033:2020-12-31T18:53:22Z,15:10:00,15:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2569F137033:2020-12-31T18:53:22Z,15:48:00,16:00:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2569F137033:2020-12-31T18:53:22Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87212027,3,,1,0,
OCESN2571F133565:2021-01-05T18:51:58Z,12:23:00,12:23:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2571F133565:2021-01-05T18:51:58Z,13:03:00,13:06:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2571F133565:2021-01-05T18:51:58Z,14:00:00,14:05:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2571F133565:2021-01-05T18:51:58Z,14:47:00,14:50:00,StopPoint:OCETGV INOUI-87144006,3,,0,0,
OCESN2571F133565:2021-01-05T18:51:58Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87144451,4,,1,0,
OCESN2573F110211:2020-12-08T16:10:46Z,18:10:00,18:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2573F110211:2020-12-08T16:10:46Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2573F110211:2020-12-08T16:10:46Z,19:48:00,19:48:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2573F130768:2021-01-04T18:51:47Z,18:10:00,18:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2573F130768:2021-01-04T18:51:47Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2573F130768:2021-01-04T18:51:47Z,19:48:00,19:56:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2573F130768:2021-01-04T18:51:47Z,20:37:00,20:40:00,StopPoint:OCETGV INOUI-87144006,3,,0,0,
OCESN2573F130768:2021-01-04T18:51:47Z,21:06:00,21:06:00,StopPoint:OCETGV INOUI-87144451,4,,1,0,
OCESN2573F133256:2021-01-05T18:51:58Z,18:10:00,18:10:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2573F133256:2021-01-05T18:51:58Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2573F133256:2021-01-05T18:51:58Z,19:48:00,19:55:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2573F133256:2021-01-05T18:51:58Z,20:37:00,20:40:00,StopPoint:OCETGV INOUI-87144006,3,,0,0,
OCESN2573F133256:2021-01-05T18:51:58Z,21:06:00,21:06:00,StopPoint:OCETGV INOUI-87144451,4,,1,0,
OCESN2574F128673:2021-01-04T18:51:47Z,06:00:00,06:00:00,StopPoint:OCETGV INOUI-87144451,0,,0,1,
OCESN2574F128673:2021-01-04T18:51:47Z,06:21:00,06:24:00,StopPoint:OCETGV INOUI-87144006,1,,0,0,
OCESN2574F128673:2021-01-04T18:51:47Z,07:05:00,07:16:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2574F128673:2021-01-04T18:51:47Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2576F130761:2020-12-30T18:53:05Z,06:39:00,06:39:00,StopPoint:OCETGV INOUI-87144451,0,,0,1,
OCESN2576F130761:2020-12-30T18:53:05Z,07:00:00,07:03:00,StopPoint:OCETGV INOUI-87144006,1,,0,0,
OCESN2576F130761:2020-12-30T18:53:05Z,07:46:00,07:55:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2576F130761:2020-12-30T18:53:05Z,08:28:00,08:31:00,StopPoint:OCETGV INOUI-87147322,3,,0,0,
OCESN2576F130761:2020-12-30T18:53:05Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2578F130747:2020-12-31T18:53:22Z,09:06:00,09:06:00,StopPoint:OCETGV INOUI-87144451,0,,0,1,
OCESN2578F130747:2020-12-31T18:53:22Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87144006,1,,0,0,
OCESN2578F130747:2020-12-31T18:53:22Z,10:12:00,10:17:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2578F130747:2020-12-31T18:53:22Z,11:46:00,11:46:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2580F133114:2021-01-04T18:51:47Z,15:56:00,15:56:00,StopPoint:OCETGV INOUI-87144451,0,,0,1,
OCESN2580F133114:2021-01-04T18:51:47Z,16:20:00,16:23:00,StopPoint:OCETGV INOUI-87144006,1,,0,0,
OCESN2580F133114:2021-01-04T18:51:47Z,17:08:00,17:16:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2580F133114:2021-01-04T18:51:47Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2583F130746:2021-01-04T18:51:47Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2583F130746:2021-01-04T18:51:47Z,20:44:00,20:49:00,StopPoint:OCETGV INOUI-87141002,1,,0,0,
OCESN2583F130746:2021-01-04T18:51:47Z,21:08:00,21:11:00,StopPoint:OCETGV INOUI-87141150,2,,0,0,
OCESN2583F130746:2021-01-04T18:51:47Z,21:33:00,21:36:00,StopPoint:OCETGV INOUI-87215012,3,,0,0,
OCESN2583F130746:2021-01-04T18:51:47Z,21:51:00,21:54:00,StopPoint:OCETGV INOUI-87212225,4,,0,0,
OCESN2583F130746:2021-01-04T18:51:47Z,22:17:00,22:17:00,StopPoint:OCETGV INOUI-87212027,5,,1,0,
OCESN2584F110238:2021-01-04T18:51:47Z,05:41:00,05:41:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2584F110238:2021-01-04T18:51:47Z,06:03:00,06:06:00,StopPoint:OCETGV INOUI-87212225,1,,0,0,
